2024-04-29 15:03:30 INFO  Keywords:92 - Navigate is called
2024-04-29 15:03:35 INFO  Keywords:120 - InputText is called
2024-04-29 15:03:35 INFO  Keywords:281 - Waiting for webElement...login.username
2024-04-29 15:03:35 INFO  Keywords:285 - Element found...login.username
2024-04-29 15:03:35 INFO  Keywords:120 - InputText is called
2024-04-29 15:03:35 INFO  Keywords:281 - Waiting for webElement...login.password
2024-04-29 15:03:36 INFO  Keywords:285 - Element found...login.password
2024-04-29 15:03:36 INFO  Keywords:133 - ClickOnLink is called
2024-04-29 15:03:36 INFO  Keywords:281 - Waiting for webElement...login.loginbutton
2024-04-29 15:03:36 INFO  Keywords:285 - Element found...login.loginbutton
2024-04-29 15:03:46 INFO  Keywords:281 - Waiting for webElement...userlist.partner
2024-04-29 15:03:46 INFO  Keywords:285 - Element found...userlist.partner
2024-04-29 15:03:56 INFO  Keywords:281 - Waiting for webElement...userlist.userrole
2024-04-29 15:03:56 INFO  Keywords:285 - Element found...userlist.userrole
2024-04-29 15:03:56 INFO  Keywords:120 - InputText is called
2024-04-29 15:03:56 INFO  Keywords:281 - Waiting for webElement...userlist.loginID
2024-04-29 15:03:57 INFO  Keywords:285 - Element found...userlist.loginID
2024-04-29 15:03:57 INFO  Keywords:133 - ClickOnLink is called
2024-04-29 15:03:57 INFO  Keywords:281 - Waiting for webElement...userlist.search
2024-04-29 15:03:57 INFO  Keywords:285 - Element found...userlist.search
2024-04-29 15:04:08 INFO  Keywords:133 - ClickOnLink is called
2024-04-29 15:04:08 INFO  Keywords:281 - Waiting for webElement...userlist.selectuser
2024-04-29 15:04:08 INFO  Keywords:285 - Element found...userlist.selectuser
2024-04-29 15:04:08 INFO  Keywords:133 - ClickOnLink is called
2024-04-29 15:04:08 INFO  Keywords:281 - Waiting for webElement...userlist.login
2024-04-29 15:04:08 INFO  Keywords:285 - Element found...userlist.login
2024-04-29 15:04:23 INFO  Keywords:281 - Waiting for webElement...userinformation.initialaction
2024-04-29 15:04:23 INFO  Keywords:285 - Element found...userinformation.initialaction
2024-04-29 15:04:24 INFO  Keywords:281 - Waiting for webElement...userinformation.rawxml
2024-04-29 15:04:24 INFO  Keywords:285 - Element found...userinformation.rawxml
2024-04-29 15:04:36 INFO  Keywords:440 - switching to parent window...
2024-04-29 15:05:32 INFO  Keywords:133 - ClickOnLink is called
2024-04-29 15:05:32 INFO  Keywords:281 - Waiting for webElement...userinformation.samllogin
2024-04-29 15:05:32 INFO  Keywords:285 - Element found...userinformation.samllogin
2024-04-29 15:05:43 INFO  Keywords:281 - Waiting for webElement...carrier.Account
2024-04-29 15:05:47 INFO  Keywords:285 - Element found...carrier.Account
2024-04-29 15:05:57 INFO  Keywords:281 - Waiting for webElement...carrier.AgentName
2024-04-29 15:05:57 INFO  Keywords:285 - Element found...carrier.AgentName
2024-04-29 15:06:18 INFO  Keywords:281 - Waiting for webElement...Carrier.SolicitationState
2024-04-29 15:06:18 INFO  Keywords:285 - Element found...Carrier.SolicitationState
2024-04-29 15:06:28 INFO  Keywords:281 - Waiting for webElement...carrier.carrierName
2024-04-29 15:06:28 INFO  Keywords:285 - Element found...carrier.carrierName
2024-04-29 15:06:38 INFO  Keywords:281 - Waiting for webElement...carrier.carrierProduct
2024-04-29 15:06:38 INFO  Keywords:285 - Element found...carrier.carrierProduct
2024-04-29 15:06:49 INFO  Keywords:133 - ClickOnLink is called
2024-04-29 15:06:49 INFO  Keywords:281 - Waiting for webElement...next
2024-04-29 15:06:49 INFO  Keywords:285 - Element found...next
2024-04-29 15:06:59 INFO  Keywords:281 - Waiting for webElement...plan.accountDesignation
2024-04-29 15:06:59 INFO  Keywords:285 - Element found...plan.accountDesignation
2024-04-29 15:07:10 INFO  Keywords:281 - Waiting for webElement...plan.planType
2024-04-29 15:07:10 INFO  Keywords:285 - Element found...plan.planType
2024-04-29 15:07:20 INFO  Keywords:281 - Waiting for webElement...plan.ownerType
