2024-05-14 14:38:29 INFO  Keywords:92 - Navigate is called
2024-05-14 14:38:33 INFO  Keywords:120 - InputText is called
2024-05-14 14:38:33 INFO  Keywords:281 - Waiting for webElement...login.username
2024-05-14 14:38:33 INFO  Keywords:285 - Element found...login.username
2024-05-14 14:38:33 INFO  Keywords:120 - InputText is called
2024-05-14 14:38:33 INFO  Keywords:281 - Waiting for webElement...login.password
2024-05-14 14:38:33 INFO  Keywords:285 - Element found...login.password
2024-05-14 14:38:33 INFO  Keywords:133 - ClickOnLink is called
2024-05-14 14:38:33 INFO  Keywords:281 - Waiting for webElement...login.loginbutton
2024-05-14 14:38:34 INFO  Keywords:285 - Element found...login.loginbutton
2024-05-14 14:38:44 INFO  Keywords:281 - Waiting for webElement...userlist.partner
2024-05-14 14:38:44 INFO  Keywords:285 - Element found...userlist.partner
2024-05-14 14:38:54 INFO  Keywords:281 - Waiting for webElement...userlist.userrole
2024-05-14 14:38:54 INFO  Keywords:285 - Element found...userlist.userrole
2024-05-14 14:38:55 INFO  Keywords:120 - InputText is called
2024-05-14 14:38:55 INFO  Keywords:281 - Waiting for webElement...userlist.loginID
2024-05-14 14:38:55 INFO  Keywords:285 - Element found...userlist.loginID
2024-05-14 14:38:55 INFO  Keywords:133 - ClickOnLink is called
2024-05-14 14:38:55 INFO  Keywords:281 - Waiting for webElement...userlist.search
2024-05-14 14:38:55 INFO  Keywords:285 - Element found...userlist.search
2024-05-14 14:39:05 INFO  Keywords:133 - ClickOnLink is called
2024-05-14 14:39:05 INFO  Keywords:281 - Waiting for webElement...userlist.selectuser
2024-05-14 14:39:06 INFO  Keywords:285 - Element found...userlist.selectuser
2024-05-14 14:39:06 INFO  Keywords:133 - ClickOnLink is called
2024-05-14 14:39:06 INFO  Keywords:281 - Waiting for webElement...userlist.login
2024-05-14 14:39:06 INFO  Keywords:285 - Element found...userlist.login
2024-05-14 14:39:20 INFO  Keywords:281 - Waiting for webElement...userinformation.initialaction
2024-05-14 14:39:20 INFO  Keywords:285 - Element found...userinformation.initialaction
2024-05-14 14:39:20 INFO  Keywords:281 - Waiting for webElement...userinformation.rawxml
2024-05-14 14:39:20 INFO  Keywords:285 - Element found...userinformation.rawxml
2024-05-14 14:39:32 INFO  Keywords:440 - switching to parent window...
2024-05-14 14:40:28 INFO  Keywords:133 - ClickOnLink is called
2024-05-14 14:40:28 INFO  Keywords:281 - Waiting for webElement...userinformation.samllogin
2024-05-14 14:40:28 INFO  Keywords:285 - Element found...userinformation.samllogin
2024-05-14 14:40:38 INFO  Keywords:281 - Waiting for webElement...carrier.Account
2024-05-14 14:40:40 INFO  Keywords:285 - Element found...carrier.Account
2024-05-14 14:40:51 INFO  Keywords:281 - Waiting for webElement...carrier.AgentName
2024-05-14 14:40:51 INFO  Keywords:285 - Element found...carrier.AgentName
2024-05-14 14:41:11 INFO  Keywords:281 - Waiting for webElement...Carrier.SolicitationState
2024-05-14 14:41:11 INFO  Keywords:285 - Element found...Carrier.SolicitationState
2024-05-14 14:41:21 INFO  Keywords:281 - Waiting for webElement...carrier.carrierName
2024-05-14 14:41:21 INFO  Keywords:285 - Element found...carrier.carrierName
2024-05-14 14:41:32 INFO  Keywords:281 - Waiting for webElement...carrier.carrierProduct
2024-05-14 14:41:32 INFO  Keywords:285 - Element found...carrier.carrierProduct
2024-05-14 14:41:42 INFO  Keywords:133 - ClickOnLink is called
2024-05-14 14:41:42 INFO  Keywords:281 - Waiting for webElement...next
2024-05-14 14:41:42 INFO  Keywords:285 - Element found...next
2024-05-14 14:41:52 INFO  Keywords:281 - Waiting for webElement...plan.accountDesignation
2024-05-14 14:41:52 INFO  Keywords:285 - Element found...plan.accountDesignation
